,created_at,text,Clean,Hashtags,Mentions,Hour,Sentiment,Sentiment_Label,Sentiment_Score
455551,2020-03-29T20:02:10,Is it really possible to #DrainTheSwamp  when it appears that 99% of those in high places are the swamp? #Agenda21 #Plandemic #Covid19 #LockDown https://t.co/n8Guef87hs,really possible draintheswamp appears high places swamp agenda plandemic covid lockdown,"['DrainTheSwamp', 'Agenda21', 'Plandemic', 'Covid19', 'LockDown']",[],20,"{'label': 'NEGATIVE', 'score': 0.9981333017349243}",NEGATIVE,-0.9981333017349243
456045,2020-03-29T20:03:03,"@BBCNews Erm - wish we could just listen to Dr Jennie Harries - she is so clear, is honest and gets her point across quickly and without fanfare. #Covid_19",bbcnews erm wish could listen jennie harries clear honest gets point across quickly without fanfare covid,['Covid_19'],['BBCNews'],20,"{'label': 'NEGATIVE', 'score': 0.9854817390441895}",NEGATIVE,-0.9854817390441895
456630,2020-03-29T20:04:15,"Moscow has ordered citizens to self-isolate starting Monday, despite the #Russia-n government's claims that the country is not facing a #coronavirus epidemic",moscow ordered citizens self isolate starting monday despite russia government claims country not facing coronavirus epidemic,"['Russia', 'coronavirus']",[],20,"{'label': 'NEGATIVE', 'score': 0.9799084663391113}",NEGATIVE,-0.9799084663391113
456907,2020-03-29T20:04:47,The gift of peace...#HolySpirit #peace #trouble #coronavirus @CCofChicago https://t.co/GSoxPSI3oZ,gift peace holyspirit peace trouble coronavirus ccofchicago,"['HolySpirit', 'peace', 'trouble', 'coronavirus']",['CCofChicago'],20,"{'label': 'POSITIVE', 'score': 0.965446412563324}",POSITIVE,0.965446412563324
458048,2020-03-29T20:07:01,"Didn’t get adequate help or wasn’t allowed in the hospital, but I want to help. I still have tightness when I breath and pain in my heart but honest I’m scared to go to hospital. If they keep me will I make it out. #COVID19 is no joke and they lack #ppe Lord help us all",get adequate help allowed hospital want help still tightness breath pain heart honest scared hospital keep make covid joke lack ppe lord help,"['COVID19', 'ppe']",[],20,"{'label': 'NEGATIVE', 'score': 0.9967914819717407}",NEGATIVE,-0.9967914819717407
459315,2020-03-29T20:09:32,The Selfish Revelers -  https://t.co/4zSbWXwDrf #SARSCoV2 #COVID19,selfish revelers sarscov covid,"['SARSCoV2', 'COVID19']",[],20,"{'label': 'NEGATIVE', 'score': 0.9949902296066284}",NEGATIVE,-0.9949902296066284
460211,2020-03-29T20:11:15,Is everyone all right?! Stay safe #coronavirus,everyone right stay safe coronavirus,['coronavirus'],[],20,"{'label': 'POSITIVE', 'score': 0.9914261698722839}",POSITIVE,0.9914261698722839
460678,2020-03-29T20:12:11,"@ScottGottliebMD Excellent. Thanks. Q: When you ""flatten the curve,"" will the area under the curve be comparable? In other words, is this simply a time-delay of the inevitable? Or does it change the actual infection numbers? #coronavirus #COVID19",scottgottliebmd excellent thanks flatten curve area curve comparable words simply time delay inevitable change actual infection numbers coronavirus covid,"['coronavirus', 'COVID19']",['ScottGottliebMD'],20,"{'label': 'POSITIVE', 'score': 0.9118374586105347}",POSITIVE,0.9118374586105347
461153,2020-03-29T20:13:13,Putter putter #parabolic! The math is clear! You still don't get it @GovRonDeSantis. The petri dish you made of the beaches for #SpringBreak profits is incubating and you're still not doing enough. #coronavirus #covid19 #Florida #ReSignDeSantis,putter putter parabolic math clear still get govrondesantis petri dish made beaches springbreak profits incubating still not enough coronavirus covid florida resigndesantis,"['parabolic', 'SpringBreak', 'coronavirus', 'covid19', 'Florida', 'ReSignDeSantis']",['GovRonDeSantis'],20,"{'label': 'NEGATIVE', 'score': 0.9982039332389832}",NEGATIVE,-0.9982039332389832
461998,2020-03-29T20:14:53,"Fat slow worm, warming himself up in the compost heap. Escape from #Covid_19 in the garden https://t.co/fKpowAMJnq",fat slow worm warming compost heap escape covid garden,['Covid_19'],[],20,"{'label': 'NEGATIVE', 'score': 0.9930866956710815}",NEGATIVE,-0.9930866956710815
462605,2020-03-29T20:15:58,"🖋 Support Kirsten by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17Am8r

📨 Last delivered to @govraimondo, Senator Felag and Representative Speakman  #RIpolitics #COVID19 https://t.co/dZ3NxSD524",support kirsten signing must act deliver copy officials last delivered govraimondo senator felag representative speakman ripolitics covid,"['RIpolitics', 'COVID19']",['govraimondo'],20,"{'label': 'NEGATIVE', 'score': 0.9649075269699097}",NEGATIVE,-0.9649075269699097
462759,2020-03-29T20:16:14,"🖋 Support Jackie by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17Am8r

📨 Last delivered to @govraimondo, Representative Quattrocchi and Senator Rogers  #RIpolitics #COVID19 https://t.co/4285CysMbl",support jackie signing must act deliver copy officials last delivered govraimondo representative quattrocchi senator rogers ripolitics covid,"['RIpolitics', 'COVID19']",['govraimondo'],20,"{'label': 'NEGATIVE', 'score': 0.9823743104934692}",NEGATIVE,-0.9823743104934692
463441,2020-03-29T20:17:28,"In the studio live right now on THE GLOBAL BRIEFING on the #CoronavirusPandemic is Dr. E Osagie Ehanire, @DrEOEhanire, Minister of @Fmohnigeria. Do you have questions for him? Send the questions here.

Watch Livestream:
YouTube: https://t.co/AITBfSJ6St https://t.co/IocOLFr7Oi",studio live right global briefing coronaviruspandemic osagie ehanire dreoehanire minister fmohnigeria questions send questions watch livestream youtube,['CoronavirusPandemic'],"['DrEOEhanire', 'Fmohnigeria']",20,"{'label': 'NEGATIVE', 'score': 0.9661151170730591}",NEGATIVE,-0.9661151170730591
463552,2020-03-29T20:17:41,"#COVID19 17.4 TONS OF MEDICAL SUPPLIES SHIPPED TO CHINA; 3 WEEKS AFTER U.S WAS WARNED. And health care workers are wearing plastic garbage bags for PPE, reusing masks and no ample supply of gloves! https://t.co/qEELW5QnLY",covid tons medical supplies shipped china weeks warned health care workers wearing plastic garbage bags ppe reusing masks ample supply gloves,['COVID19'],[],20,"{'label': 'NEGATIVE', 'score': 0.9962700605392456}",NEGATIVE,-0.9962700605392456
464965,2020-03-29T20:20:24,@SaeedGhani1 If sir @hamzashafqaat &amp; mam @ashwahab joins you &amp; Ada @murtazawahab1 it'll be deadly combination against #COVID19 at #Sindh.You all guy's going extraordinary. It's encouraging to witness political class soft nodes for service's officers ✌️ 💐💐,saeedghani sir hamzashafqaat amp mam ashwahab joins amp ada murtazawahab deadly combination covid sindh guy going extraordinary encouraging witness political class soft nodes service officers,"['COVID19', 'Sindh']","['SaeedGhani1', 'hamzashafqaat', 'ashwahab', 'murtazawahab1']",20,"{'label': 'POSITIVE', 'score': 0.9853613376617432}",POSITIVE,0.9853613376617432
465010,2020-03-29T20:20:30,Where can I find news not related to #coronavirus I’m sure there’s other stuff happening around the world as well #SundayThoughts https://t.co/IcWDQb9y1b,find news not related coronavirus sure stuff happening around world well sundaythoughts,"['coronavirus', 'SundayThoughts']",[],20,"{'label': 'NEGATIVE', 'score': 0.9989639520645142}",NEGATIVE,-0.9989639520645142
465421,2020-03-29T20:21:18,"in a pandemic we need an OPEN, international, de-identified patient database for #COVID19",pandemic need open international identified patient database covid,['COVID19'],[],20,"{'label': 'NEGATIVE', 'score': 0.6447204351425171}",NEGATIVE,-0.6447204351425171
465689,2020-03-29T20:21:50,"🖋 Support Camryn by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17Am8r

📨 Last delivered to @LarryHogan, Delegate Wilson, Delegate Patterson and 2 more  #MDpolitics #MDpoli #COVID19 https://t.co/EUPBBlleua",support camryn signing must act deliver copy officials last delivered larryhogan delegate wilson delegate patterson mdpolitics mdpoli covid,"['MDpolitics', 'MDpoli', 'COVID19']",['LarryHogan'],20,"{'label': 'NEGATIVE', 'score': 0.9900380373001099}",NEGATIVE,-0.9900380373001099
465744,2020-03-29T20:21:57,#Covid_19 has killed Joe Diffie. In accordance with his wishes he will be propped up beside the Jukebox.,covid killed joe diffie accordance wishes propped beside jukebox,['Covid_19'],[],20,"{'label': 'NEGATIVE', 'score': 0.9943193793296814}",NEGATIVE,-0.9943193793296814
466011,2020-03-29T20:22:26,"Locking down cities so that people would not die of #COVID19 without providing food for them, is like pushing them to die of hunger. Food should be provided for the residents in the cities to be locked down. #coronakindness #Nigeria #mbuhari #ogun #abuja #lagos",locking cities people would not die covid without providing food like pushing die hunger food provided residents cities locked coronakindness nigeria mbuhari ogun abuja lagos,"['COVID19', 'coronakindness', 'Nigeria', 'mbuhari', 'ogun', 'abuja', 'lagos']",[],20,"{'label': 'NEGATIVE', 'score': 0.5301467776298523}",NEGATIVE,-0.5301467776298523
466238,2020-03-29T20:22:52,Banning Companions During Childbirth Strips Women of Support  https://t.co/BZTHeQAlKG #COVID19 https://t.co/TJgrG2tpxl,banning companions childbirth strips women support covid,['COVID19'],[],20,"{'label': 'POSITIVE', 'score': 0.7488959431648254}",POSITIVE,0.7488959431648254
467166,2020-03-29T20:24:38,*Gil Scott Heron voice* the pandemic will not be politicized. #Covid_19,gil scott heron voice pandemic not politicized covid,['Covid_19'],[],20,"{'label': 'NEGATIVE', 'score': 0.8308166265487671}",NEGATIVE,-0.8308166265487671
467390,2020-03-29T20:25:01,What Kansans need to know about #coronavirus: https://t.co/pXzZVKZxEj https://t.co/5VqaNPG2vR,kansans need know coronavirus,['coronavirus'],[],20,"{'label': 'NEGATIVE', 'score': 0.9857073426246643}",NEGATIVE,-0.9857073426246643
467914,2020-03-29T20:25:59,"In lighter news, my friend Anthony has broken down the projected growth rate of #Covid_19 by anxiety levels experienced by #QuarantineAndChill human beings who are now terrified of going outside. https://t.co/6mwuKI151h",lighter news friend anthony broken projected growth rate covid anxiety levels experienced quarantineandchill human beings terrified going outside,"['Covid_19', 'QuarantineAndChill']",[],20,"{'label': 'NEGATIVE', 'score': 0.945021390914917}",NEGATIVE,-0.945021390914917
468125,2020-03-29T20:26:27,"Hey @POTUS don’t you have a pandemic to screw up! Focus, buddy. #CoronavirusPandemic https://t.co/ZjI4hfi78k",hey potus pandemic screw focus buddy coronaviruspandemic,['CoronavirusPandemic'],['POTUS'],20,"{'label': 'NEGATIVE', 'score': 0.9937394857406616}",NEGATIVE,-0.9937394857406616
468696,2020-03-29T20:27:33,"Catch the latest edition of Around Farm Progress, our new weekly podcast that travels the country with our editors. We talk #plant2020, #Coronavirus and more https://t.co/D04UFv4VI8 https://t.co/pz38Jta6XV",catch latest edition around farm progress new weekly podcast travels country editors talk plant coronavirus,"['plant2020', 'Coronavirus']",[],20,"{'label': 'POSITIVE', 'score': 0.8835671544075012}",POSITIVE,0.8835671544075012
468888,2020-03-29T20:27:56,You're a simp #COVID19,simp covid,['COVID19'],[],20,"{'label': 'POSITIVE', 'score': 0.9838935732841492}",POSITIVE,0.9838935732841492
469320,2020-03-29T20:28:44,"We thought we were going to keep talking about musicals. Instead, we're talking about how to get through the #COVID19 pandemic. Life comes at you fast. https://t.co/hV463jvOGp",thought going keep talking musicals instead talking get covid pandemic life comes fast,['COVID19'],[],20,"{'label': 'NEGATIVE', 'score': 0.976733922958374}",NEGATIVE,-0.976733922958374
470541,2020-03-29T20:30:43,I #prayforitaly and the rest of the world. May God rid us all from #Covid_19 especially those who are suffering from this plague. #StayAtHomeAndStaySafe #COVID19 #italystaystrong #SpainCoronaVirus #CoronaInPakistan #CoronavirusUSA #CoronaUpdate https://t.co/BmB9XiSWSb,prayforitaly rest world may god rid covid especially suffering plague stayathomeandstaysafe covid italystaystrong spaincoronavirus coronainpakistan coronavirususa coronaupdate,"['prayforitaly', 'Covid_19', 'StayAtHomeAndStaySafe', 'COVID19', 'italystaystrong', 'SpainCoronaVirus', 'CoronaInPakistan', 'CoronavirusUSA', 'CoronaUpdate']",[],20,"{'label': 'NEGATIVE', 'score': 0.9929036498069763}",NEGATIVE,-0.9929036498069763
471332,2020-03-29T20:32:08,"No way Ohio is waiting until May or June to reopen! Hey DeWine! 

We are ready to open back up NEXT MONTH! 

#coronavirus #OHIO https://t.co/1HzYNdl8B3",way ohio waiting may june reopen hey dewine ready open back next month coronavirus ohio,"['coronavirus', 'OHIO']",[],20,"{'label': 'POSITIVE', 'score': 0.6380512714385986}",POSITIVE,0.6380512714385986
471337,2020-03-29T20:32:09,#COVID19 challenges is rapidly increasing.,covid challenges rapidly increasing,['COVID19'],[],20,"{'label': 'POSITIVE', 'score': 0.9741000533103943}",POSITIVE,0.9741000533103943
471914,2020-03-29T20:33:11,"🖋 Support Shannon by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17Am8r

📨 Last delivered to @LarryHogan, Delegate Lisanti, Senator Cassilly and 1 more  #MDpolitics #MDpoli #COVID19 https://t.co/MIiBkZMKjL",support shannon signing must act deliver copy officials last delivered larryhogan delegate lisanti senator cassilly mdpolitics mdpoli covid,"['MDpolitics', 'MDpoli', 'COVID19']",['LarryHogan'],20,"{'label': 'NEGATIVE', 'score': 0.9821884036064148}",NEGATIVE,-0.9821884036064148
472270,2020-03-29T20:33:53,"@lawmaster It's one of those times when the U.S. just doesn't wanna be number 1; &amp; yet it is happening. #COVID19 growth rate is far too rapid, death rates far too high. Hopefully the entire world can continue to rally &amp; win this global fight. Well, we will win, it's the only way to think.",lawmaster one times wanna number amp yet happening covid growth rate far rapid death rates far high hopefully entire world continue rally amp win global fight well win way think,['COVID19'],['lawmaster'],20,"{'label': 'POSITIVE', 'score': 0.772180438041687}",POSITIVE,0.772180438041687
473657,2020-03-29T20:36:45,"#RIP #JoeDiffie Dead of #Coronavirus #Covid19 at Age 61

The #music world &amp; we here of the #WritingCommunity offer our most sincere #Condolences to your family - #GodSpeed &amp; #RestInPeace - Your music will #sing on, forever! 

 https://t.co/93szZ6U2PZ @tasteofcountry",rip joediffie dead coronavirus covid age music world amp writingcommunity offer sincere condolences family godspeed amp restinpeace music sing forever tasteofcountry,"['RIP', 'JoeDiffie', 'Coronavirus', 'Covid19', 'music', 'WritingCommunity', 'Condolences', 'GodSpeed', 'RestInPeace', 'sing']",['tasteofcountry'],20,"{'label': 'POSITIVE', 'score': 0.950545072555542}",POSITIVE,0.950545072555542
474437,2020-03-29T20:38:24,"“When you reach the bottom line” – with coronavirus shutting down everything everywhere and taking lives – “the only thing to do is climb”?

https://t.co/UD6fov0tLF

#COVID19 #TheBottomLine",reach bottom line coronavirus shutting everything everywhere taking lives thing climb covid thebottomline,"['COVID19', 'TheBottomLine']",[],20,"{'label': 'NEGATIVE', 'score': 0.993151843547821}",NEGATIVE,-0.993151843547821
475642,2020-03-29T20:40:51,"Hey guys, I fucked up dealing with #Covid19, so how’s this for a deflection? https://t.co/tVSCAEZDlc",hey guys fucked dealing covid deflection,['Covid19'],[],20,"{'label': 'NEGATIVE', 'score': 0.9983043074607849}",NEGATIVE,-0.9983043074607849
475756,2020-03-29T20:41:05,People are now starting to understand what it’s like to live in a small town and have NOTHING to do. #coronavirus,people starting understand like live small town nothing coronavirus,['coronavirus'],[],20,"{'label': 'NEGATIVE', 'score': 0.9726111888885498}",NEGATIVE,-0.9726111888885498
475887,2020-03-29T20:41:21,"On my way to get groceries, past by South Hills Country Club and saw a group playing golf. How does a country club remain open during the non-essential business shutdown/quarantine? #COVID19 #Pittsburgh",way get groceries past south hills country club saw group playing golf country club remain open non essential business shutdown quarantine covid pittsburgh,"['COVID19', 'Pittsburgh']",[],20,"{'label': 'NEGATIVE', 'score': 0.9954131245613098}",NEGATIVE,-0.9954131245613098
476145,2020-03-29T20:41:54,"Just an idea, how about when out for your once a day walk, when walking on pavements we all walk in the direction towards the oncoming traffic so that we haven’t got to keep crossing over the road to avoid oncoming people......🤷🏻‍♂️ Just a thought 💭... #coronalockdownuk #Covid_19",idea day walk walking pavements walk direction towards oncoming traffic got keep crossing road avoid oncoming people thought coronalockdownuk covid,"['coronalockdownuk', 'Covid_19']",[],20,"{'label': 'NEGATIVE', 'score': 0.9808089733123779}",NEGATIVE,-0.9808089733123779
476267,2020-03-29T20:42:09,"Together, we can beat coronavirus — but the faster a vaccine is developed, the more lives will be saved. @JustinTrudeau @KarinaGould will you make an urgent new pledge to help @CEPIvaccines accelerate efforts? #COVID19 #DefeatDiseaseTogether",together beat coronavirus faster vaccine developed lives saved justintrudeau karinagould make urgent new pledge help cepivaccines accelerate efforts covid defeatdiseasetogether,"['COVID19', 'DefeatDiseaseTogether']","['JustinTrudeau', 'KarinaGould', 'CEPIvaccines']",20,"{'label': 'POSITIVE', 'score': 0.9350404739379883}",POSITIVE,0.9350404739379883
476706,2020-03-29T20:43:02,Would probably be on Copacabana Beach right now. What a complete nightmare. #Covid_19,would probably copacabana beach right complete nightmare covid,['Covid_19'],[],20,"{'label': 'NEGATIVE', 'score': 0.9987509846687317}",NEGATIVE,-0.9987509846687317
476877,2020-03-29T20:43:24,"Oh no!  Not Joe Diffie!
Ugh, #COVID19, you've gone too far.

RIP Pickup Man.  Hope you're propped up beside the jukebox.",not joe diffie ugh covid gone far rip pickup man hope propped beside jukebox,['COVID19'],[],20,"{'label': 'NEGATIVE', 'score': 0.995961606502533}",NEGATIVE,-0.995961606502533
479427,2020-03-29T20:48:31,"The fact that he pronounced ""Coronavirus"" and ""#COVID19"" correctly is telling me that wasn't President Buhari...and that flag, kenan, is for which country? https://t.co/fAlFtJ82Wp",fact pronounced coronavirus covid correctly telling president buhari flag kenan country,['COVID19'],[],20,"{'label': 'POSITIVE', 'score': 0.9383295178413391}",POSITIVE,0.9383295178413391
480805,2020-03-29T20:51:16,"Now more than ever, it's important to look out for one another. That's why one of our volunteers, Cherita, didn't stockpile for herself this week. When she saw a sale on rice, she delivered to those in her #community who are under #quarantine. 

#COVID19 #coronavirus #bethechange https://t.co/uUDdqeexgG",ever important look one another one volunteers cherita stockpile week saw sale rice delivered community quarantine covid coronavirus bethechange,"['community', 'quarantine', 'COVID19', 'coronavirus', 'bethechange']",[],20,"{'label': 'NEGATIVE', 'score': 0.9888339042663574}",NEGATIVE,-0.9888339042663574
480812,2020-03-29T20:51:16,"Oh, please. As if a narcissist like #Trump would share the spotlight with anyone. #maga #coronavirus https://t.co/syRi8u8ulH",please narcissist like trump would share spotlight anyone maga coronavirus,"['Trump', 'maga', 'coronavirus']",[],20,"{'label': 'NEGATIVE', 'score': 0.9884856939315796}",NEGATIVE,-0.9884856939315796
481201,2020-03-29T20:52:06,"BREAKING: 14 new coronavirus cases confirmed by the Nigerian authorities taking the total no. of confirmed cases in the country to 111. #CoronaVirusInNigeria 

Stay at home to prevent spread. Wash your hands. Stay safe. #COVID19",breaking new coronavirus cases confirmed nigerian authorities taking total confirmed cases country coronavirusinnigeria stay home prevent spread wash hands stay safe covid,"['CoronaVirusInNigeria', 'COVID19']",[],20,"{'label': 'NEGATIVE', 'score': 0.9374130368232727}",NEGATIVE,-0.9374130368232727
481821,2020-03-29T20:53:26,"#argos #DHL you know this is bullshit, lorries and cars are not being cleaned and heavy items are still on the deliveries #COVID19
#SafetyFirst
Argos delivery driver speaks out over changes company says will make things safer for staff https://t.co/UuMTwGLrKt",argos dhl know bullshit lorries cars not cleaned heavy items still deliveries covid safetyfirst argos delivery driver speaks changes company says make things safer staff,"['argos', 'DHL', 'COVID19', 'SafetyFirst']",[],20,"{'label': 'NEGATIVE', 'score': 0.996824324131012}",NEGATIVE,-0.996824324131012
481822,2020-03-29T20:53:26,#Coronavirus  Man with terminal cancer begs Britons to respect lockdown so he can hug wife before he dies https://t.co/pOZcVywvdX,coronavirus man terminal cancer begs britons respect lockdown hug wife dies,['Coronavirus'],[],20,"{'label': 'NEGATIVE', 'score': 0.9797682762145996}",NEGATIVE,-0.9797682762145996
482143,2020-03-29T20:54:05,Lessons from Italy’s Response to Coronavirus : ‘an effective response to this crisis will require a decision-making approach that is far from business as usual’ a buon intenditor.. #COVID19  https://t.co/h07NBsT7z4,lessons italy response coronavirus effective response crisis require decision making approach far business usual buon intenditor covid,['COVID19'],[],20,"{'label': 'NEGATIVE', 'score': 0.9427462220191956}",NEGATIVE,-0.9427462220191956
482512,2020-03-29T20:54:52,"If we're being visited with one exhausting saga after another, it's happening alphabetically. A for Austerity. B for Brexit. C for #Covid_19 Apart from the obvious, I wonder what D will be...?",visited one exhausting saga another happening alphabetically austerity brexit covid apart obvious wonder,['Covid_19'],[],20,"{'label': 'NEGATIVE', 'score': 0.982733428478241}",NEGATIVE,-0.982733428478241
483966,2020-03-29T20:57:53,"Are you on WhatsApp?

Message +61 400 253 787 or go to https://t.co/akUkOt3sXu in your web browser to get #COVID19 information you can trust from the official Australian Government chatbot.

Whatsapp is available from the Apple Store or Google Play.

#coronavirusaustralia",whatsapp message web browser get covid information trust official australian government chatbot whatsapp available apple store google play coronavirusaustralia,"['COVID19', 'coronavirusaustralia']",[],20,"{'label': 'NEGATIVE', 'score': 0.9959280490875244}",NEGATIVE,-0.9959280490875244
484462,2020-03-29T20:59:00,"@NCDCgov It alright! This #COVID19 is very stubborn o, is just increasing everyday. Weytin happen now? I know my God will disgrace you and you'll be gone in our land sooner than expected. #Nigerian abeg make we #StayAtHomeAndStaySafe make God fi disgrace this #COVID19 thank you.",ncdcgov alright covid stubborn increasing everyday weytin happen know god disgrace gone land sooner expected nigerian abeg make stayathomeandstaysafe make god disgrace covid thank,"['COVID19', 'Nigerian', 'StayAtHomeAndStaySafe', 'COVID19']",['NCDCgov'],20,"{'label': 'NEGATIVE', 'score': 0.9904490113258362}",NEGATIVE,-0.9904490113258362
484953,2020-03-29T21:00:00,"Pausing Luxury | NY SoHo boutiques boarded up as #COVID19 cases surge

MORE: https://t.co/IxojbpzbvY https://t.co/8YzStWFzyQ",pausing luxury soho boutiques boarded covid cases surge,['COVID19'],[],21,"{'label': 'NEGATIVE', 'score': 0.8480857610702515}",NEGATIVE,-0.8480857610702515
486511,2020-03-29T21:02:40,"Almost 100 new deaths in #germany just today due to #covid19 (or of positives). Are life support systems running low? 4,400 new cases.   https://t.co/RJpMuvXzs2",almost new deaths germany today due covid positives life support systems running low new cases,"['germany', 'covid19']",[],21,"{'label': 'NEGATIVE', 'score': 0.9976784586906433}",NEGATIVE,-0.9976784586906433
487495,2020-03-29T21:04:42,"#China , concerns for a second wave of corona virus infection...we are still in the first wave 😳
@AusBorderForce  @ScottMorrisonMP @AlboMP @GladysB @healthgovau @NSWHealth @GermanyDiplo @MarisePayne @MFA_China @normanswan #COVID19au #covid19 #Breakfastnews #60mins https://t.co/uoB0GSsfYR",china concerns second wave corona virus infection still first wave ausborderforce scottmorrisonmp albomp gladysb healthgovau nswhealth germanydiplo marisepayne mfa china normanswan covid covid breakfastnews mins,"['China', 'COVID19au', 'covid19', 'Breakfastnews', '60mins']","['AusBorderForce', 'ScottMorrisonMP', 'AlboMP', 'GladysB', 'healthgovau', 'NSWHealth', 'GermanyDiplo', 'MarisePayne', 'MFA_China', 'normanswan']",21,"{'label': 'NEGATIVE', 'score': 0.9837583899497986}",NEGATIVE,-0.9837583899497986
487519,2020-03-29T21:04:45,anyone built a covid-19 app for use in ED care guidance decision tree android or ioS #meded #FOAMed #FOAMcc #FOAMcovid #COVID19 #covidhacks  #Covid_19,anyone built covid app use care guidance decision tree android ios meded foamed foamcc foamcovid covid covidhacks covid,"['meded', 'FOAMed', 'FOAMcc', 'FOAMcovid', 'COVID19', 'covidhacks', 'Covid_19']",[],21,"{'label': 'NEGATIVE', 'score': 0.9960078001022339}",NEGATIVE,-0.9960078001022339
488926,2020-03-29T21:07:39,Is it just me that doesn’t feel that the CDC is concerned over the health &amp; welfare of the people in the front lines. #healthcareworkers #coronavirus #whoisprotectingus https://t.co/E0mTs9g78T,feel cdc concerned health amp welfare people front lines healthcareworkers coronavirus whoisprotectingus,"['healthcareworkers', 'coronavirus', 'whoisprotectingus']",[],21,"{'label': 'NEGATIVE', 'score': 0.9057689905166626}",NEGATIVE,-0.9057689905166626
489373,2020-03-29T21:08:38,#VT to receive $2 billion from federal relief bill #coronavirus   https://t.co/ib3Wqul4Hc,receive billion federal relief bill coronavirus,"['VT', 'coronavirus']",[],21,"{'label': 'NEGATIVE', 'score': 0.9574151635169983}",NEGATIVE,-0.9574151635169983
489410,2020-03-29T21:08:42,Nun Feeding A Leper / Child Feeding a COVID-19 @GettyMuseum #GettyArtChallenge #CoronaVirus #RecreateArt https://t.co/A1M2D4LpnK https://t.co/IF85FFkrdQ,nun feeding leper child feeding covid gettymuseum gettyartchallenge coronavirus recreateart,"['GettyArtChallenge', 'CoronaVirus', 'RecreateArt']",['GettyMuseum'],21,"{'label': 'NEGATIVE', 'score': 0.9765239953994751}",NEGATIVE,-0.9765239953994751
489595,2020-03-29T21:09:06,"Facing huge #coronavirus disruptions, small businesses pivot to stay alive https://t.co/aFe84VzTIW #smallbusiness #smallbiz #COVID19 https://t.co/cRebamVLES",facing huge coronavirus disruptions small businesses pivot stay alive smallbusiness smallbiz covid,"['coronavirus', 'smallbusiness', 'smallbiz', 'COVID19']",[],21,"{'label': 'NEGATIVE', 'score': 0.9973556399345398}",NEGATIVE,-0.9973556399345398
493389,2020-03-29T21:17:12,I was just outside playing with the dog and my neighbors starting fighting and threatening to assault one another. #COVID19 has now taken the sanity of my neighbors.,outside playing dog neighbors starting fighting threatening assault one another covid taken sanity neighbors,['COVID19'],[],21,"{'label': 'NEGATIVE', 'score': 0.9692556858062744}",NEGATIVE,-0.9692556858062744
493966,2020-03-29T21:18:27,"@realDonaldTrump ONE MONTH! 
February 29th - March 29th
2112 Americans have died in ONE MONTH.

Trump is happy with his nightly televised ratings.

Not one word about the thousands of American lives who have died because of Coronavirus. 
#COVID19
#TrumpLiedAmericansDied",realdonaldtrump one month february march americans died one month trump happy nightly televised ratings not one word thousands american lives died coronavirus covid trumpliedamericansdied,"['COVID19', 'TrumpLiedAmericansDied']",['realDonaldTrump'],21,"{'label': 'NEGATIVE', 'score': 0.993426501750946}",NEGATIVE,-0.993426501750946
494582,2020-03-29T21:19:55,"@BreitbartNews This is how SNAKE OIL IS SOLD: If you gave 5 people with #CoronaVirus an ICE CREAM BAR twice daily ... you would get THE EXACT SAME RESULT ====&gt; ""four out of five of those treated with the drug had “favourable” outcomes.""",breitbartnews snake oil sold gave people coronavirus ice cream bar twice daily would get exact result four five treated drug favourable outcomes,['CoronaVirus'],['BreitbartNews'],21,"{'label': 'NEGATIVE', 'score': 0.9908813834190369}",NEGATIVE,-0.9908813834190369
495358,2020-03-29T21:21:40,You know what sucks right now? Someone resigned from their work and served notice for the month of March in order to start their new appointment April 1st. Now that has been suspended because of the #Covid_19 chaos.,know sucks right someone resigned work served notice month march order start new appointment april suspended covid chaos,['Covid_19'],[],21,"{'label': 'NEGATIVE', 'score': 0.9988358616828918}",NEGATIVE,-0.9988358616828918
495627,2020-03-29T21:22:14,"🖋 Support Alexandra by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/oznS17Am8r

📨 Last delivered to @govraimondo, Representative McEntee and Senator Sosnowski  #RIpolitics #COVID19 https://t.co/3GwJuPvKUP",support alexandra signing must act deliver copy officials last delivered govraimondo representative mcentee senator sosnowski ripolitics covid,"['RIpolitics', 'COVID19']",['govraimondo'],21,"{'label': 'NEGATIVE', 'score': 0.9874980449676514}",NEGATIVE,-0.9874980449676514
496773,2020-03-29T21:24:50,"I can't have had #COVID19 when I self-isolated in February, cuz I didn't have a fever, although I have had a bad cough, sore throat, body pain &amp; fatigue. Probably just someth I got when I arrived in the UK, the consultant said",covid self isolated february cuz fever although bad cough sore throat body pain amp fatigue probably someth got arrived consultant said,['COVID19'],[],21,"{'label': 'NEGATIVE', 'score': 0.9818575382232666}",NEGATIVE,-0.9818575382232666
497109,2020-03-29T21:25:33,"Corona, leave us alone 😔
#coronavirus https://t.co/Xa3xRiNE2Q",corona leave alone coronavirus,['coronavirus'],[],21,"{'label': 'NEGATIVE', 'score': 0.9707084894180298}",NEGATIVE,-0.9707084894180298
